year,market_Cap_Filter,sector_Filter,industry_Filter,company_Size_Filter,symbol
2017,100_Million_Dollar_Company,"Consumer Defensive","Food Distribution","Hundred +",HFFG
2017,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",FENC
2017,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",BPRN
2017,100_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Hundred +",OPTN
2017,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",CELC
2017,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",OVID
2017,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",URGN
2017,100_Million_Dollar_Company,Industrials,"Aerospace & Defense","Hundred +",POWW
2017,100_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Thousand +",ORGO
2017,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",RBB
2017,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",IFRX
2017,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",JMSB
2017,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",SBT
2017,100_Million_Dollar_Company,"Financial Services","Insurance—Property & Casualty","Hundred +",NODK
2017,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",ESQ
2017,100_Million_Dollar_Company,Technology,Software—Infrastructure,"Thousand +",BAND
2017,100_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Thousand +",PETQ
2017,100_Million_Dollar_Company,Technology,Software—Application,"Hundred +",SSTI
2017,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",SCPH
2017,100_Million_Dollar_Company,Industrials,"Engineering & Construction","Thousand +",BBCP
2017,100_Million_Dollar_Company,"Basic Materials","Coking Coal","Hundred +",METC
2017,100_Million_Dollar_Company,Energy,"Oil & Gas E&P","5 Thousand +",NESR
2017,100_Million_Dollar_Company,"Consumer Cyclical",Leisure,"Thousand +",FNKO
2017,100_Million_Dollar_Company,"Financial Services","Credit Services","Less Than Hundred",LX
2017,100_Million_Dollar_Company,Healthcare,"Medical Devices","Hundred +",QTRX
2017,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",MRSN
2017,100_Million_Dollar_Company,"Consumer Cyclical","Apparel Retail","5 Thousand +",SFIX
2017,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",LBC
2017,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",ANAB
2017,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",ZYME
2017,100_Million_Dollar_Company,Technology,"Semiconductor Equipment & Materials","Thousand +",ACMR
2017,100_Million_Dollar_Company,"Financial Services","Asset Management","Less Than Hundred",CGBD
2017,100_Million_Dollar_Company,Healthcare,"Medical Devices","Thousand +",VREX
2017,100_Million_Dollar_Company,Technology,Semiconductors,"Thousand +",SGH
2017,100_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Less Than Hundred",KALA
2017,100_Million_Dollar_Company,Technology,Software—Infrastructure,"Hundred +",IMXI
2017,100_Million_Dollar_Company,"Real Estate","Real Estate Services","5 Thousand +",RDFN
2017,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",MBIN
2017,Billion_Dollar_Company,"Consumer Cyclical",Leisure,"Thousand +",OSW
2017,Billion_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Hundred +",DCPH
2017,Billion_Dollar_Company,Healthcare,"Medical Devices","Hundred +",KIDS
2017,Billion_Dollar_Company,"Real Estate","Real Estate Services","5 Thousand +",NMRK
2017,Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",RYTM
2017,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",STEL
2017,Billion_Dollar_Company,"Consumer Cyclical","Specialty Retail","10 Thousand +",EYE
2017,Billion_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",VRNA
2017,Billion_Dollar_Company,"Consumer Cyclical","Specialty Retail","Less Than Hundred",NAAS
2017,Billion_Dollar_Company,"Consumer Defensive","Education & Training Services","10 Thousand +",LAUR
2017,Billion_Dollar_Company,"Consumer Cyclical","Auto & Truck Dealerships","Thousand +",CARG
2017,Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",KRYS
2017,Billion_Dollar_Company,Industrials,"Infrastructure Operations","Thousand +",VRRM
2017,Billion_Dollar_Company,Healthcare,Biotechnology,"Thousand +",ZLAB
2017,Billion_Dollar_Company,"Financial Services","Asset Management","Hundred +",HLNE
2017,Billion_Dollar_Company,Technology,Software—Infrastructure,"Thousand +",APPN
2017,Billion_Dollar_Company,"Financial Services",Insurance—Life,"Thousand +",BHF
2017,Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",DNLI
2017,Billion_Dollar_Company,"Consumer Defensive","Packaged Foods","Hundred +",SMPL
2017,Billion_Dollar_Company,Technology,Software—Infrastructure,"Thousand +",ALTR
2017,Billion_Dollar_Company,Healthcare,"Health Information Services","10 Thousand +",RCM
2017,Billion_Dollar_Company,"Communication Services",Entertainment,"Thousand +",ROKU
2017,Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",APLS
2017,10_Billion_Dollar_Company,Technology,Software—Infrastructure,"5 Thousand +",OKTA
2017,10_Billion_Dollar_Company,Technology,Software—Infrastructure,"Thousand +",MDB
2017,10_Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",ARGX
2018,Million_Dollar_Company,Healthcare,"Medical Care Facilities","Hundred +",IONM
2018,Million_Dollar_Company,Healthcare,"Medical Devices","Less Than Hundred",MOTS
2018,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",ENSC
2018,Million_Dollar_Company,Technology,Semiconductors,"Less Than Hundred",WISA
2018,Million_Dollar_Company,"Consumer Defensive","Education & Training Services","Less Than Hundred",METX
2018,Million_Dollar_Company,"Financial Services","Insurance Brokers","Less Than Hundred",RELI
2018,Million_Dollar_Company,Technology,Software—Infrastructure,"Less Than Hundred",ALAR
2018,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",ADIL
2018,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",XCUR
2018,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",ARDS
2018,Million_Dollar_Company,"Consumer Defensive","Packaged Foods","Less Than Hundred",FAMI
2018,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",APTX
2018,Million_Dollar_Company,Technology,Software—Application,"Hundred +",MCLD
2018,Million_Dollar_Company,"Financial Services","Credit Services","Hundred +",PT
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",APM
2018,10_Million_Dollar_Company,"Real Estate",REIT—Diversified,"Less Than Hundred",MDRR
2018,10_Million_Dollar_Company,Healthcare,"Health Information Services","Hundred +",KERN
2018,10_Million_Dollar_Company,Industrials,"Consulting Services","Less Than Hundred",GRNQ
2018,10_Million_Dollar_Company,"Communication Services","Internet Content & Information","Hundred +",TC
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",VYNE
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",ITRM
2018,10_Million_Dollar_Company,Industrials,"Tools & Accessories","Hundred +",TBLT
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",ENTX
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",EVLO
2018,10_Million_Dollar_Company,"Consumer Cyclical",Gambling,"Less Than Hundred",LTRY
2018,10_Million_Dollar_Company,Healthcare,"Medical Devices","Less Than Hundred",NMRD
2018,10_Million_Dollar_Company,"Basic Materials",Gold,"Less Than Hundred",HYMC
2018,10_Million_Dollar_Company,Industrials,"Specialty Industrial Machinery","Hundred +",GTEC
2018,10_Million_Dollar_Company,"Real Estate","Real Estate Services","Less Than Hundred",ALBT
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",VCNX
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",EQ
2018,10_Million_Dollar_Company,Healthcare,"Medical Devices","Less Than Hundred",NMTC
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",SURF
2018,10_Million_Dollar_Company,"Consumer Cyclical",Restaurants,"Hundred +",BFI
2018,10_Million_Dollar_Company,Technology,"Information Technology Services","Thousand +",CLPS
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",RVPH
2018,10_Million_Dollar_Company,Technology,Software—Infrastructure,"Hundred +",DTSS
2018,10_Million_Dollar_Company,"Financial Services","Asset Management","Less Than Hundred",OCCI
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",UBX
2018,10_Million_Dollar_Company,Industrials,"Integrated Freight & Logistics","Hundred +",ATXG
2018,10_Million_Dollar_Company,Healthcare,"Medical Devices","Less Than Hundred",ECOR
2018,10_Million_Dollar_Company,"Consumer Cyclical","Auto Manufacturers","Hundred +",SOLO
2018,10_Million_Dollar_Company,"Communication Services","Advertising Agencies","Hundred +",GSMG
2018,10_Million_Dollar_Company,"Communication Services","Telecom Services","Hundred +",CXDO
2018,10_Million_Dollar_Company,Healthcare,"Medical Devices","Less Than Hundred",BTCY
2018,10_Million_Dollar_Company,"Financial Services","Credit Services","Hundred +",AIHS
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",AVRO
2018,10_Million_Dollar_Company,Industrials,"Marine Shipping","Less Than Hundred",EDRY
2018,10_Million_Dollar_Company,"Consumer Defensive","Packaged Foods","Hundred +",TTCF
2018,10_Million_Dollar_Company,Healthcare,"Medical Devices","Less Than Hundred",NVNO
2018,10_Million_Dollar_Company,"Consumer Cyclical","Auto & Truck Dealerships","Hundred +",UXIN
2018,10_Million_Dollar_Company,"Communication Services",Entertainment,"Hundred +",HOFV
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",MGTA
2018,10_Million_Dollar_Company,Technology,"Scientific & Technical Instruments","Less Than Hundred",WRAP
2018,10_Million_Dollar_Company,Technology,"Computer Hardware","Hundred +",OSS
2018,10_Million_Dollar_Company,Technology,Software—Infrastructure,"Less Than Hundred",JG
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",GNPX
2018,10_Million_Dollar_Company,"Consumer Cyclical","Apparel Manufacturing","5 Thousand +",JRSH
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",FIXX
2018,10_Million_Dollar_Company,"Communication Services","Electronic Gaming & Multimedia","Less Than Hundred",GAME
2018,10_Million_Dollar_Company,Technology,"Computer Hardware","Less Than Hundred",AGMH
2018,10_Million_Dollar_Company,Healthcare,"Medical Devices","Less Than Hundred",DCTH
2018,10_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Less Than Hundred",HUGE
2018,10_Million_Dollar_Company,"Consumer Cyclical","Furnishings, Fixtures & Appliances","Less Than Hundred",VIOT
2018,10_Million_Dollar_Company,Healthcare,"Diagnostics & Research","Hundred +",STIM
2018,10_Million_Dollar_Company,"Consumer Cyclical",Leisure,"Less Than Hundred",BBIG
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",ASLN
2018,10_Million_Dollar_Company,Technology,Software—Application,"Less Than Hundred",SURG
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",ENOB
2018,10_Million_Dollar_Company,"Communication Services","Electronic Gaming & Multimedia","Hundred +",BRAG
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",CLNN
2018,10_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Hundred +",AQST
2018,10_Million_Dollar_Company,"Communication Services",Broadcasting,"Thousand +",CMLS
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",CLGN
2018,10_Million_Dollar_Company,Industrials,Airlines,"Thousand +",MESA
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",ORTX
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",ETON
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",SLDB
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",RVLP
2018,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",SLGL
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",TLSA
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",ACET
2018,100_Million_Dollar_Company,"Real Estate",REIT—Industrial,"Less Than Hundred",ILPT
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",GMDA
2018,100_Million_Dollar_Company,"Financial Services","Capital Markets","Less Than Hundred",BTBT
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",CUE
2018,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",CALB
2018,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",MYFW
2018,100_Million_Dollar_Company,Energy,"Oil & Gas Equipment & Services","Thousand +",KLXE
2018,100_Million_Dollar_Company,Healthcare,"Medical Devices","Less Than Hundred",XAIR
2018,100_Million_Dollar_Company,"Consumer Cyclical","Auto & Truck Dealerships","Thousand +",LAZY
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",EYEN
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",KZR
2018,100_Million_Dollar_Company,"Consumer Cyclical","Specialty Retail","Hundred +",GRWG
2018,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",PCB
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",AADI
2018,100_Million_Dollar_Company,Healthcare,"Medical Instruments & Supplies","Hundred +",BNGO
2018,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",BSVN
2018,100_Million_Dollar_Company,Industrials,"Marine Shipping","Hundred +",GRIN
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",GRTS
2018,100_Million_Dollar_Company,"Communication Services","Advertising Agencies","Hundred +",CDLX
2018,100_Million_Dollar_Company,Technology,Software—Application,"Hundred +",RDVT
2018,100_Million_Dollar_Company,Healthcare,"Pharmaceutical Retailers","Less Than Hundred",YI
2018,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",CBNK
2018,100_Million_Dollar_Company,Healthcare,"Medical Devices","Hundred +",PROF
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",YMAB
2018,100_Million_Dollar_Company,"Real Estate","Real Estate—Development","Hundred +",LSEA
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",KOD
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",VRCA
2018,100_Million_Dollar_Company,"Communication Services","Internet Content & Information","Hundred +",EVER
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",MGTX
2018,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",BWB
2018,100_Million_Dollar_Company,"Consumer Cyclical","Auto Manufacturers","Less Than Hundred",NIU
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",STRO
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",XERS
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",AUTL
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",ALLK
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",SRRK
2018,100_Million_Dollar_Company,"Financial Services","Capital Markets","Less Than Hundred",HUT
2018,100_Million_Dollar_Company,"Financial Services",Insurance—Diversified,"Hundred +",IGIC
2018,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",BFST
2018,100_Million_Dollar_Company,Technology,Semiconductors,"Thousand +",LASR
2018,100_Million_Dollar_Company,"Consumer Cyclical","Furnishings, Fixtures & Appliances","Hundred +",LOVE
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",LQDA
2018,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",CCB
2018,100_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Hundred +",EOLS
2018,100_Million_Dollar_Company,"Consumer Cyclical","Residential Construction","Hundred +",LEGH
2018,100_Million_Dollar_Company,"Consumer Cyclical","Auto Parts","5 Thousand +",GTX
2018,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",AMAL
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",IMTX
2018,100_Million_Dollar_Company,Technology,Software—Infrastructure,"Thousand +",IIIV
2018,100_Million_Dollar_Company,Industrials,"Farm & Heavy Construction Machinery","Thousand +",NKLA
2018,100_Million_Dollar_Company,Energy,"Oil & Gas Midstream","Less Than Hundred",BROG
2018,100_Million_Dollar_Company,Technology,Software—Infrastructure,"Hundred +",RPAY
2018,100_Million_Dollar_Company,Technology,Software—Application,"Hundred +",DOMO
2018,100_Million_Dollar_Company,Energy,"Oil & Gas E&P","Thousand +",BRY
2018,100_Million_Dollar_Company,Technology,"Information Technology Services","Thousand +",GDYN
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",BTAI
2018,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",AMTB
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",MOR
2018,100_Million_Dollar_Company,"Basic Materials","Agricultural Inputs","Less Than Hundred",BIOX
2018,100_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Hundred +",CRON
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",ALLO
2018,100_Million_Dollar_Company,"Consumer Defensive","Education & Training Services","Thousand +",ARCE
2018,100_Million_Dollar_Company,"Real Estate",REIT—Diversified,"Less Than Hundred",RTL
2018,100_Million_Dollar_Company,Healthcare,"Diagnostics & Research","Hundred +",TWST
2018,100_Million_Dollar_Company,Healthcare,"Medical Devices","Hundred +",SIBN
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",COGT
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",KNSA
2018,100_Million_Dollar_Company,"Communication Services","Internet Content & Information","Thousand +",THRY
2018,100_Million_Dollar_Company,"Financial Services","Credit Services","Hundred +",LPRO
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",CRNX
2018,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",REPL
2018,100_Million_Dollar_Company,"Communication Services","Internet Content & Information","Hundred +",OPRA
2018,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",OBNK
2018,100_Million_Dollar_Company,"Consumer Cyclical","Specialty Retail","5 Thousand +",FRG
2018,Billion_Dollar_Company,"Basic Materials","Other Industrial Metals & Mining","Less Than Hundred",PLL
2018,Billion_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Thousand +",TLRY
2018,Billion_Dollar_Company,"Financial Services",Insurance—Diversified,"Thousand +",GSHD
2018,Billion_Dollar_Company,Industrials,"Specialty Business Services","Hundred +",TH
2018,Billion_Dollar_Company,Industrials,"Engineering & Construction","Thousand +",ROAD
2018,Billion_Dollar_Company,Industrials,"Staffing & Employment Services","Hundred +",UPWK
2018,Billion_Dollar_Company,Technology,Software—Application,"Thousand +",MNTV
2018,Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",ARVN
2018,Billion_Dollar_Company,Healthcare,"Medical Devices","10 Thousand +",AHCO
2018,Billion_Dollar_Company,"Real Estate","Real Estate Services","Thousand +",EXPI
2018,Billion_Dollar_Company,Healthcare,"Medical Devices","Hundred +",ESTA
2018,Billion_Dollar_Company,"Financial Services","Asset Management","Hundred +",VCTR
2018,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",CLBK
2018,Billion_Dollar_Company,"Consumer Cyclical","Personal Services","Thousand +",FTDR
2018,Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",PRVB
2018,Billion_Dollar_Company,Healthcare,"Diagnostics & Research","Thousand +",GH
2018,Billion_Dollar_Company,Technology,"Consumer Electronics","Thousand +",SONO
2018,Billion_Dollar_Company,Energy,"Oil & Gas E&P","Less Than Hundred",HPK
2018,Billion_Dollar_Company,Energy,"Oil & Gas Midstream","Hundred +",TRMD
2018,Billion_Dollar_Company,"Financial Services","Credit Services","Less Than Hundred",QFIN
2018,Billion_Dollar_Company,Healthcare,"Medical Devices","Hundred +",AXNX
2018,Billion_Dollar_Company,"Financial Services","Asset Management","5 Thousand +",FOCS
2018,Billion_Dollar_Company,"Basic Materials","Other Industrial Metals & Mining","Hundred +",SGML
2018,Billion_Dollar_Company,Technology,Software—Infrastructure,"Less Than Hundred",STNE
2018,Billion_Dollar_Company,"Financial Services","Capital Markets","Thousand +",FRHC
2018,Billion_Dollar_Company,Technology,Software—Infrastructure,"Thousand +",TENB
2018,Billion_Dollar_Company,Energy,"Oil & Gas Equipment & Services","5 Thousand +",CHX
2018,Billion_Dollar_Company,"Communication Services",Entertainment,"Thousand +",IQ
2018,Billion_Dollar_Company,Technology,Software—Infrastructure,"Thousand +",DBX
2018,Billion_Dollar_Company,"Communication Services","Electronic Gaming & Multimedia","10 Thousand +",BILI
2018,10_Billion_Dollar_Company,Technology,Software—Application,"5 Thousand +",DOCU
2018,10_Billion_Dollar_Company,Technology,Software—Infrastructure,"Thousand +",ZS
2018,10_Billion_Dollar_Company,Healthcare,Biotechnology,"Thousand +",MRNA
2018,10_Billion_Dollar_Company,"Consumer Cyclical","Internet Retail","Less Than Hundred",PDD
2019,100_Thousand_Dollar_Company,Technology,Software—Application,"Hundred +",PBTS
2019,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",HOTH
2019,Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Less Than Hundred",SXTC
2019,Million_Dollar_Company,"Real Estate","Real Estate Services","Less Than Hundred",UK
2019,Million_Dollar_Company,Healthcare,"Medical Care Facilities","Less Than Hundred",BACK
2019,Million_Dollar_Company,"Consumer Defensive","Packaged Foods","Less Than Hundred",BTOG
2019,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",CNSP
2019,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",BXRX
2019,Million_Dollar_Company,"Real Estate","Real Estate Services","Hundred +",DUO
2019,Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Less Than Hundred",GHSI
2019,Million_Dollar_Company,"Consumer Defensive","Education & Training Services","Hundred +",WAFU
2019,Million_Dollar_Company,"Communication Services","Internet Content & Information","Less Than Hundred",SLGG
2019,10_Million_Dollar_Company,"Consumer Defensive","Packaged Foods","Hundred +",SNAX
2019,10_Million_Dollar_Company,"Consumer Defensive",Tobacco,"Hundred +",GNLN
2019,10_Million_Dollar_Company,"Financial Services","Capital Markets","Less Than Hundred",LGHL
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",MNPR
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",CYCN
2019,10_Million_Dollar_Company,Healthcare,"Pharmaceutical Retailers","Hundred +",LFLY
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",APRE
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",AXLA
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",FREQ
2019,10_Million_Dollar_Company,Utilities,Utilities—Renewable,"Hundred +",ADN
2019,10_Million_Dollar_Company,Technology,Software—Application,"Less Than Hundred",MTC
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",GOVX
2019,10_Million_Dollar_Company,"Financial Services","Capital Markets","Less Than Hundred",ATIF
2019,10_Million_Dollar_Company,"Real Estate","Real Estate Services","Less Than Hundred",MDJH
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",CMMB
2019,10_Million_Dollar_Company,Healthcare,"Diagnostics & Research","Hundred +",CNTG
2019,10_Million_Dollar_Company,Industrials,"Farm & Heavy Construction Machinery","Hundred +",UGRO
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",HARP
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",TFFP
2019,10_Million_Dollar_Company,"Consumer Cyclical","Auto & Truck Dealerships","Hundred +",SFT
2019,10_Million_Dollar_Company,Technology,Software—Application,"Hundred +",LKCO
2019,10_Million_Dollar_Company,Healthcare,"Medical Devices","Hundred +",BWAY
2019,10_Million_Dollar_Company,"Communication Services","Electronic Gaming & Multimedia","Less Than Hundred",BHAT
2019,10_Million_Dollar_Company,"Consumer Defensive","Packaged Foods","Hundred +",PAVS
2019,10_Million_Dollar_Company,Technology,"Information Technology Services","Hundred +",JFU
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",STSA
2019,10_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Less Than Hundred",CRDL
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",BCEL
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",HOOK
2019,10_Million_Dollar_Company,Technology,Semiconductors,"Hundred +",WKEY
2019,10_Million_Dollar_Company,"Communication Services","Internet Content & Information","Less Than Hundred",KRKR
2019,10_Million_Dollar_Company,Healthcare,"Diagnostics & Research","Hundred +",XGN
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",NXTC
2019,10_Million_Dollar_Company,"Financial Services",Banks—Regional,"Less Than Hundred",FSEA
2019,10_Million_Dollar_Company,"Financial Services",Banks—Regional,"Less Than Hundred",BCOW
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",APLT
2019,10_Million_Dollar_Company,Technology,"Communication Equipment","Less Than Hundred",SONM
2019,10_Million_Dollar_Company,Technology,Software—Infrastructure,"Hundred +",KPLT
2019,10_Million_Dollar_Company,Healthcare,"Medical Care Facilities","Thousand +",AIH
2019,10_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Less Than Hundred",HEXO
2019,10_Million_Dollar_Company,Healthcare,"Medical Instruments & Supplies","Thousand +",SDC
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",QNCX
2019,10_Million_Dollar_Company,Technology,Software—Application,"Hundred +",MAPS
2019,10_Million_Dollar_Company,"Consumer Cyclical","Furnishings, Fixtures & Appliances","Hundred +",ATER
2019,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",TCRR
2019,10_Million_Dollar_Company,Industrials,"Marine Shipping","Less Than Hundred",CTRM
2019,10_Million_Dollar_Company,"Consumer Cyclical","Internet Retail","Less Than Hundred",YJ
2019,10_Million_Dollar_Company,"Communication Services","Internet Content & Information","Hundred +",EGLX
2019,10_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",RBKB
2019,10_Million_Dollar_Company,"Consumer Defensive","Farm Products","Thousand +",VFF
2019,10_Million_Dollar_Company,"Consumer Defensive","Packaged Foods","Hundred +",FREE
2019,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",DTIL
2019,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",GOSS
2019,100_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Hundred +",INCR
