year,market_Cap_Filter,sector_Filter,industry_Filter,company_Size_Filter,symbol
1991,Billion_Dollar_Company,"Financial Services","Credit Services","10 Thousand +",FCFS
1991,Billion_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Thousand +",ALKS
1991,Billion_Dollar_Company,"Consumer Defensive",Beverages—Non-Alcoholic,"Thousand +",FIZZ
1991,Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",IONS
1991,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",BOKF
1991,Billion_Dollar_Company,Healthcare,"Medical Devices","5 Thousand +",QDEL
1991,Billion_Dollar_Company,Industrials,"Engineering & Construction","10 Thousand +",TTEK
1991,10_Billion_Dollar_Company,Technology,"Communication Equipment","10 Thousand +",ZBRA
1991,10_Billion_Dollar_Company,Industrials,Trucking,"10 Thousand +",ODFL
1991,10_Billion_Dollar_Company,Healthcare,"Diagnostics & Research","10 Thousand +",IDXX
1991,10_Billion_Dollar_Company,Healthcare,"Drug Manufacturers—General","5 Thousand +",BIIB
1991,10_Billion_Dollar_Company,Healthcare,Biotechnology,"Thousand +",VRTX
1991,10_Billion_Dollar_Company,Healthcare,Biotechnology,"10 Thousand +",REGN
1991,100_Billion_Dollar_Company,Technology,Semiconductors,"50 Thousand +",QCOM
1992,Million_Dollar_Company,Healthcare,"Medical Devices","Hundred +",BIOL
1992,10_Million_Dollar_Company,Healthcare,"Medical Instruments & Supplies","Less Than Hundred",MBOT
1992,10_Million_Dollar_Company,Technology,Software—Infrastructure,"Less Than Hundred",INTZ
1992,10_Million_Dollar_Company,"Consumer Cyclical",Restaurants,"Thousand +",GTIM
1992,10_Million_Dollar_Company,Healthcare,"Diagnostics & Research","Less Than Hundred",TRIB
1992,10_Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",APTO
1992,10_Million_Dollar_Company,Industrials,"Electrical Equipment & Parts","Hundred +",ULBI
1992,100_Million_Dollar_Company,Industrials,"Waste Management","Hundred +",PESI
1992,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",FUNC
1992,100_Million_Dollar_Company,Technology,"Electronic Components","Hundred +",KOPN
1992,100_Million_Dollar_Company,"Basic Materials","Specialty Chemicals","Hundred +",NTIC
1992,100_Million_Dollar_Company,"Consumer Cyclical","Specialty Retail","10 Thousand +",BBBY
1992,100_Million_Dollar_Company,"Real Estate","Real Estate—Diversified","Less Than Hundred",STRS
1992,100_Million_Dollar_Company,"Financial Services","Credit Services","Hundred +",CPSS
1992,100_Million_Dollar_Company,Technology,"Consumer Electronics","Thousand +",VOXX
1992,100_Million_Dollar_Company,Technology,Software—Application,"Hundred +",ASUR
1992,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",THFF
1992,100_Million_Dollar_Company,Energy,"Oil & Gas Refining & Marketing","Hundred +",VTNR
1992,100_Million_Dollar_Company,Healthcare,"Medical Devices","Thousand +",OFIX
1992,100_Million_Dollar_Company,Industrials,"Electrical Equipment & Parts","Hundred +",FCEL
1992,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",STBA
1992,Billion_Dollar_Company,"Communication Services",Publishing,"5 Thousand +",SCHL
1992,Billion_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",LGND
1992,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",NBTB
1992,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",RNST
1992,Billion_Dollar_Company,"Consumer Cyclical",Restaurants,"10 Thousand +",CAKE
1992,Billion_Dollar_Company,"Consumer Cyclical",Restaurants,"Thousand +",JACK
1992,Billion_Dollar_Company,"Consumer Defensive","Packaged Foods","5 Thousand +",CENT
1992,Billion_Dollar_Company,Industrials,Trucking,"10 Thousand +",ARCB
1992,Billion_Dollar_Company,Healthcare,"Medical Distribution","5 Thousand +",PDCO
1992,Billion_Dollar_Company,Industrials,"Electrical Equipment & Parts","Thousand +",WIRE
1992,Billion_Dollar_Company,"Basic Materials",Chemicals,"Thousand +",MEOH
1992,Billion_Dollar_Company,Healthcare,"Medical Instruments & Supplies","Hundred +",STAA
1992,Billion_Dollar_Company,Healthcare,"Medical Instruments & Supplies","10 Thousand +",ICUI
1992,Billion_Dollar_Company,Industrials,"Building Products & Equipment","Thousand +",AAON
1992,Billion_Dollar_Company,Technology,"Electronic Components","10 Thousand +",LFUS
1992,Billion_Dollar_Company,"Financial Services","Credit Services","Thousand +",CACC
1992,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",COLB
1992,10_Billion_Dollar_Company,Technology,Software—Infrastructure,"10 Thousand +",SNPS
1992,100_Billion_Dollar_Company,Healthcare,"Drug Manufacturers—General","10 Thousand +",GILD
1992,100_Billion_Dollar_Company,"Consumer Cyclical",Restaurants,"Lakh +",SBUX
1993,Million_Dollar_Company,"Communication Services","Electronic Gaming & Multimedia","Less Than Hundred",YVR
1993,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",FRTX
1993,10_Million_Dollar_Company,"Consumer Cyclical",Restaurants,"Less Than Hundred",RAVE
1993,10_Million_Dollar_Company,Healthcare,"Medical Devices","Hundred +",NSYS
1993,10_Million_Dollar_Company,Industrials,"Security & Protection Services","Less Than Hundred",SNT
1993,10_Million_Dollar_Company,"Consumer Cyclical","Specialty Retail","Hundred +",TLF
1993,10_Million_Dollar_Company,Industrials,"Pollution & Treatment Controls","Less Than Hundred",FTEK
1993,10_Million_Dollar_Company,"Consumer Defensive","Packaged Foods","Hundred +",NAII
1993,10_Million_Dollar_Company,"Communication Services","Advertising Agencies","Thousand +",HHS
1993,10_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",UBCP
1993,100_Million_Dollar_Company,"Real Estate",REIT—Office,"Less Than Hundred",CMCT
1993,100_Million_Dollar_Company,"Financial Services","Capital Markets","Less Than Hundred",HGBL
1993,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",RVSB
1993,100_Million_Dollar_Company,Technology,"Consumer Electronics","Thousand +",UEIC
1993,100_Million_Dollar_Company,"Communication Services",Broadcasting,"Hundred +",SGA
1993,100_Million_Dollar_Company,"Consumer Cyclical","Luxury Goods","5 Thousand +",FOSL
1993,100_Million_Dollar_Company,"Consumer Cyclical","Footwear & Accessories","Thousand +",RCKY
1993,100_Million_Dollar_Company,"Consumer Cyclical","Resorts & Casinos","Thousand +",CNTY
1993,100_Million_Dollar_Company,Technology,"Information Technology Services","Thousand +",INOD
1993,100_Million_Dollar_Company,"Consumer Cyclical","Resorts & Casinos","Thousand +",FLL
1993,100_Million_Dollar_Company,Technology,"Communication Equipment","Hundred +",GILT
1993,100_Million_Dollar_Company,"Consumer Cyclical",Restaurants,"Hundred +",NATH
1993,100_Million_Dollar_Company,Healthcare,"Medical Devices","Hundred +",ANIK
1993,100_Million_Dollar_Company,Healthcare,"Drug Manufacturers—General","Hundred +",AMRN
1993,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",OSBC
1993,100_Million_Dollar_Company,Industrials,"Staffing & Employment Services","Lakh +",BBSI
1993,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",PFC
1993,100_Million_Dollar_Company,"Consumer Cyclical","Apparel Retail","Thousand +",SCVL
1993,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",QCRH
1993,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",PEBO
1993,100_Million_Dollar_Company,"Basic Materials",Steel,"Thousand +",SCHN
1993,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",GABC
1993,Billion_Dollar_Company,Healthcare,"Medical Devices","Thousand +",UFPT
1993,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",CASH
1993,Billion_Dollar_Company,"Consumer Cyclical","Specialty Retail","Less Than Hundred",WINA
1993,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",TCBK
1993,Billion_Dollar_Company,Technology,Software—Application,"Thousand +",AVID
1993,Billion_Dollar_Company,"Consumer Cyclical","Resorts & Casinos","Thousand +",MCRI
1993,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",SYBT
1993,Billion_Dollar_Company,Industrials,"Building Products & Equipment","Thousand +",ROCK
1993,Billion_Dollar_Company,"Consumer Cyclical","Auto Parts","10 Thousand +",THRM
1993,Billion_Dollar_Company,Technology,"Communication Equipment","Thousand +",VIAV
1993,Billion_Dollar_Company,Technology,"Scientific & Technical Instruments","Thousand +",ITRI
1993,Billion_Dollar_Company,"Consumer Cyclical","Apparel Retail","10 Thousand +",URBN
1993,Billion_Dollar_Company,Energy,"Oil & Gas Drilling","5 Thousand +",PTEN
1993,Billion_Dollar_Company,"Consumer Cyclical",Restaurants,"10 Thousand +",PZZA
1993,Billion_Dollar_Company,"Consumer Cyclical","Footwear & Accessories","Thousand +",SHOO
1993,Billion_Dollar_Company,Industrials,"Integrated Freight & Logistics","Thousand +",FWRD
1993,Billion_Dollar_Company,Technology,"Electronic Components","10 Thousand +",SANM
1993,Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",ARWR
1993,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",FFIN
1993,Billion_Dollar_Company,"Communication Services","Internet Content & Information","10 Thousand +",IAC
1993,Billion_Dollar_Company,"Basic Materials","Lumber & Wood Production","10 Thousand +",UFPI
1993,Billion_Dollar_Company,Industrials,"Integrated Freight & Logistics","Thousand +",LSTR
1993,Billion_Dollar_Company,"Consumer Cyclical",Gambling,"5 Thousand +",CHDN
1993,Billion_Dollar_Company,"Communication Services","Internet Content & Information","Thousand +",MTCH
1993,10_Billion_Dollar_Company,"Real Estate",REIT—Retail,"Hundred +",REG
1993,10_Billion_Dollar_Company,Healthcare,Biotechnology,"Thousand +",INCY
1993,10_Billion_Dollar_Company,Technology,Semiconductors,"10 Thousand +",MCHP
1993,10_Billion_Dollar_Company,"Consumer Cyclical",Lodging,"Lakh +",MAR
1993,10_Billion_Dollar_Company,"Consumer Cyclical","Specialty Retail","50 Thousand +",ORLY
1993,10_Billion_Dollar_Company,"Communication Services","Electronic Gaming & Multimedia","10 Thousand +",ATVI
1993,100_Billion_Dollar_Company,Technology,Software—Application,"10 Thousand +",INTU
1993,100_Billion_Dollar_Company,Healthcare,"Drug Manufacturers—General","50 Thousand +",AZN
1994,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",SNGX
1994,Million_Dollar_Company,Technology,"Consumer Electronics","Less Than Hundred",MICS
1994,Million_Dollar_Company,Technology,"Information Technology Services","Less Than Hundred",WAVD
1994,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",TENX
1994,Million_Dollar_Company,Technology,"Scientific & Technical Instruments","Less Than Hundred",MIND
1994,Million_Dollar_Company,"Consumer Cyclical","Furnishings, Fixtures & Appliances","Less Than Hundred",EFOI
1994,10_Million_Dollar_Company,"Consumer Cyclical","Footwear & Accessories","Hundred +",FORD
1994,10_Million_Dollar_Company,Technology,"Electronic Components","Thousand +",SGMA
1994,10_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",CARV
1994,10_Million_Dollar_Company,"Consumer Defensive","Beverages—Wineries & Distilleries","Hundred +",WVVI
1994,10_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",PNBK
1994,10_Million_Dollar_Company,Technology,"Electronic Components","Less Than Hundred",CPSH
1994,10_Million_Dollar_Company,Industrials,"Electrical Equipment & Parts","Hundred +",RFIL
1994,10_Million_Dollar_Company,"Consumer Defensive","Packaged Foods","Hundred +",LFVN
1994,10_Million_Dollar_Company,Industrials,Conglomerates,"Thousand +",NNBR
1994,10_Million_Dollar_Company,Energy,"Oil & Gas Equipment & Services","Hundred +",DWSN
1994,10_Million_Dollar_Company,"Consumer Cyclical","Auto Parts","Hundred +",SYPR
1994,10_Million_Dollar_Company,"Communication Services","Advertising Agencies","Thousand +",STCN
1994,10_Million_Dollar_Company,Healthcare,"Medical Devices","Hundred +",AXDX
1994,10_Million_Dollar_Company,"Basic Materials",Steel,"Hundred +",USAP
1994,10_Million_Dollar_Company,Technology,"Communication Equipment","Hundred +",TESS
1994,10_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",HMNF
1994,10_Million_Dollar_Company,"Consumer Cyclical","Auto Parts","5 Thousand +",MPAA
1994,100_Million_Dollar_Company,Technology,"Scientific & Technical Instruments","Hundred +",GNSS
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",LARK
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",OVBC
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",FRAF
1994,100_Million_Dollar_Company,Healthcare,"Drug Manufacturers—Specialty & Generic","Hundred +",PRPH
1994,100_Million_Dollar_Company,Healthcare,Biotechnology,"Hundred +",NKTR
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",PWOD
1994,100_Million_Dollar_Company,Technology,"Communication Equipment","Hundred +",ITI
1994,100_Million_Dollar_Company,Healthcare,"Medical Instruments & Supplies","Less Than Hundred",KRMD
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",CVLY
1994,100_Million_Dollar_Company,Utilities,"Utilities—Regulated Gas","Less Than Hundred",RGCO
1994,100_Million_Dollar_Company,Utilities,"Utilities—Regulated Water","Less Than Hundred",PCYO
1994,100_Million_Dollar_Company,Technology,"Communication Equipment","Less Than Hundred",SILC
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",BSRR
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",CIVB
1994,100_Million_Dollar_Company,Technology,"Electronic Components","Thousand +",DAKT
1994,100_Million_Dollar_Company,"Financial Services","Capital Markets","Less Than Hundred",WULF
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",ACNB
1994,100_Million_Dollar_Company,Energy,"Thermal Coal","Hundred +",HNRG
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",CZNC
1994,100_Million_Dollar_Company,"Basic Materials","Specialty Chemicals","Hundred +",HDSN
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",CCNE
1994,100_Million_Dollar_Company,Healthcare,"Medical Instruments & Supplies","Hundred +",SMTI
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",FCBC
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",SMBC
1994,100_Million_Dollar_Company,Industrials,Trucking,"Thousand +",CVLG
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",CCBG
1994,100_Million_Dollar_Company,Utilities,"Utilities—Regulated Water","Hundred +",ARTNA
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",HAFC
1994,100_Million_Dollar_Company,"Basic Materials",Steel,"Thousand +",ZEUS
1994,100_Million_Dollar_Company,"Financial Services",Banks—Regional,"Hundred +",CNOB
1994,100_Million_Dollar_Company,Technology,"Electronics & Computer Distribution","Thousand +",SCSC
1994,100_Million_Dollar_Company,Technology,"Communication Equipment","Thousand +",ADTN
1994,100_Million_Dollar_Company,Technology,"Semiconductor Equipment & Materials","Thousand +",VECO
1994,Billion_Dollar_Company,Technology,"Computer Hardware","Thousand +",SSYS
1994,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",SASR
1994,Billion_Dollar_Company,Industrials,Conglomerates,"10 Thousand +",MATW
1994,Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",CDMO
1994,Billion_Dollar_Company,Healthcare,Biotechnology,"Hundred +",BCRX
1994,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",NWBI
1994,Billion_Dollar_Company,"Consumer Defensive","Packaged Foods","Thousand +",HAIN
1994,Billion_Dollar_Company,"Financial Services",Banks—Regional,"Thousand +",ABCB
1994,Billion_Dollar_Company,Healthcare,"Medical Care Facilities","10 Thousand +",AMED
1994,Billion_Dollar_Company,"Consumer Cyclical","Resorts & Casinos","10 Thousand +",PENN
1994,Billion_Dollar_Company,Technology,Semiconductors,"Less Than Hundred",TSEM
1994,Billion_Dollar_Company,Industrials,"Aerospace & Defense","5 Thousand +",WWD
1994,Billion_Dollar_Company,Healthcare,"Medical Care Facilities","10 Thousand +",ACHC
1994,Billion_Dollar_Company,Industrials,"Tools & Accessories","10 Thousand +",LECO
1994,Billion_Dollar_Company,Technology,"Electronic Components","Lakh +",FLEX
1994,10_Billion_Dollar_Company,"Communication Services",Entertainment,"5 Thousand +",SIRI
1994,10_Billion_Dollar_Company,Technology,Software—Application,"Thousand +",AZPN
1994,10_Billion_Dollar_Company,"Consumer Cyclical","Specialty Retail","10 Thousand +",TSCO
1994,10_Billion_Dollar_Company,"Consumer Cyclical","Auto & Truck Dealerships","5 Thousand +",CPRT
1995,Million_Dollar_Company,Healthcare,Biotechnology,"Less Than Hundred",WINT
1995,Million_Dollar_Company,Technology,Software—Application,"Less Than Hundred",OBLG
1995,10_Million_Dollar_Company,Industrials,"Engineering & Construction","Hundred +",ENG
1995,10_Million_Dollar_Company,"Real Estate","Real Estate Services","Less Than Hundred",GYRO
